category,fraction,average_dot_product,variance,second_best_category
detailed skateboard,0.019021739130434784,0.31104463,0.0002547877,image of skateboard
functional skateboard,0.004619565217391305,0.30941737,6.411356e-05,detailed skateboard
picture of skateboard,0.0024456521739130437,0.2937342,0.00078321167,image of skateboard
image of skateboard,0.01576086956521739,0.30164713,0.00029725043,picture of skateboard
skateboards,0.004891304347826087,0.30776122,0.0003134542,detailed skateboard
image of scooter,0.04103260869565217,0.30114248,0.00017222979,functional scooter
moving skateboard,0.0005434782608695652,0.2861196,0.00013028085,image of skateboard
cool skateboard,0.0010869565217391304,0.31300962,9.568781e-05,image of skateboard
detailed kayak,0.019293478260869565,0.3105698,0.00021395214,functional kayak
image of segway,0.044293478260869566,0.31300133,0.0004088864,picture of segway
moving unicycle,0.0010869565217391304,0.2834988,0.00057666004,image of unicycle
skateboard,0.0002717391304347826,0.27469078,0.0,image of skateboard
functional hovercraft,0.0008152173913043478,0.27308747,0.00023469825,image of hovercraft
image of van,0.003532608695652174,0.25578713,0.00033951266,picture of van
image of unicycle,0.02282608695652174,0.30959293,0.0008284024,picture of unicycle
classic skateboard,0.0002717391304347826,0.32940727,0.0,cool skateboard
image of helicopter,0.02608695652173913,0.28805557,0.00013872981,picture of helicopter
picture of helicopter,0.004347826086956522,0.28649062,9.442866e-05,image of helicopter
image of hovercraft,0.024728260869565217,0.30345517,0.0002847294,picture of hovercraft
detailed helicopter,0.013315217391304347,0.29587194,0.0001211361,image of helicopter
cool helicopter,0.0024456521739130437,0.2872841,4.8471822e-05,image of helicopter
reliable helicopter,0.0005434782608695652,0.26755834,0.00033072382,image of helicopter
functional helicopter,0.0016304347826086956,0.29260662,0.00024315715,image of helicopter
helicopters,0.001358695652173913,0.2869851,4.8244e-05,image of helicopter
image of airplane,0.015217391304347827,0.27572295,0.00012912069,picture of airplane
classic helicopter,0.0005434782608695652,0.28949144,4.7571957e-05,image of helicopter
image of bicycle,0.014945652173913044,0.28710303,0.0003798745,picture of bicycle
detailed unicycle,0.00842391304347826,0.30757773,0.00046096309,image of unicycle
functional bicycle,0.006521739130434782,0.29960144,0.00021362305,cool bicycle
picture of unicycle,0.002173913043478261,0.319745,0.00056316704,image of unicycle
cool bicycle,0.003532608695652174,0.30107102,0.00021184408,functional bicycle
classic bicycle,0.0038043478260869567,0.2991878,2.7154174e-05,cool bicycle
picture of bicycle,0.0024456521739130437,0.29658613,0.00012905068,image of bicycle
cool unicycle,0.0024456521739130437,0.31018695,0.00016829703,image of unicycle
detailed bicycle,0.002717391304347826,0.3030118,0.00026617647,image of bicycle
bicycles,0.0010869565217391304,0.26325458,5.00679e-05,image of bicycle
functional motorcycle,0.002989130434782609,0.28482214,0.00021510232,image of motorcycle
unicycles,0.0024456521739130437,0.30328766,0.0009512703,image of unicycle
image of rickshaw,0.01956521739130435,0.3164204,0.00031824244,picture of rickshaw
functional unicycle,0.008695652173913044,0.32900077,0.00019593537,image of unicycle
