category,fraction,average_dot_product,variance,second_best_category
Image of pretty Banana,0.03187011425135298,0.3026715,0.00026805446,Picture of Banana
Image of Banana,0.01413108839446783,0.30585757,0.0006135474,Picture of Banana
Image of Mango,0.01894167167769092,0.3093434,0.0004188144,Image of pretty Mango
Picture of Banana,0.04299458809380637,0.31450504,0.00023921886,Image of Banana
Cool Mango,0.006013229104028864,0.30629236,0.00017431975,Image of Mango
Bananas,0.005111244738424534,0.31143358,0.00018882751,Image of Banana
Cool Banana,0.0018039687312086591,0.3047394,0.00045425692,Image of pretty Banana
Detailed Banana,0.0012026458208057728,0.30976215,0.00020235777,Image of Banana
Kiwis,0.07005411906193626,0.32839727,0.000470362,Cool Kiwi
Image of strawberries,0.061034275405892964,0.31087834,0.00015014499,Image of pretty strawberries
Cool strawberries,0.006013229104028864,0.3052532,0.00022500753,Image of strawberries
Image of pretty strawberries,0.02465423932651834,0.31037897,0.00011869174,Image of strawberries
Picture of strawberries,0.00661455201443175,0.3106469,0.000138467,Image of strawberries
Pretty strawberries,0.0024052916416115455,0.31375974,0.00011251867,Image of pretty strawberries
Detailed strawberries,0.0009019843656043296,0.29944757,0.00012912352,Image of strawberries
strawberries,0.0003006614552014432,0.26708233,0.0,strawberries
Pretty Kiwi,0.0036079374624173183,0.31102178,0.0006535053,Cool Kiwi
Kiwi,0.001503307276007216,0.32734546,0.00025782586,Cool Kiwi
Cool Kiwi,0.02254960914010824,0.32660526,0.00019334158,Kiwis
Image of Kiwi,0.001503307276007216,0.2887352,0.0010688842,Cool Kiwi
Image of Avocado,0.06434155141310884,0.31251326,0.00026372215,Picture of Avocado
Image of pretty Mango,0.018641010222489478,0.3103119,0.00030183792,Image of Mango
Picture of Mango,0.005111244738424534,0.31272525,0.00015823981,Image of Mango
Picture of Pineapple,0.07426337943475646,0.33107287,0.00012782325,Image of Pineapple
Image of Pineapple,0.01232711966325917,0.31482595,0.0003150149,Picture of Pineapple
Image of pretty Pineapple,0.009320505111244739,0.3141399,0.00028480252,Image of Pineapple
Cool Pineapple,0.005111244738424534,0.32414588,0.00023564871,Picture of Pineapple
Detailed Pineapple,0.0006013229104028864,0.31952816,0.00046829134,Image of Pineapple
Pineapple,0.0006013229104028864,0.31556863,0.0,Image of Pineapple
Cherries,0.05111244738424534,0.31114095,0.00015621186,Image of Cherry
Image of Orange,0.02254960914010824,0.31029573,0.00019817989,Picture of Orange
Image of Cherry,0.042393265183403486,0.31095782,0.00022163797,Cherries
Cool Cherry,0.003006614552014432,0.29074502,0.0002613187,Image of Cherry
Image of pretty Apple,0.052615754660252555,0.30441517,7.800511e-05,Picture of Apple
Picture of Apple,0.010222489476849068,0.3063283,4.696846e-05,Image of pretty Apple
Apples,0.03006614552014432,0.29969376,6.88839e-05,Image of pretty Apple
Image of pretty Cherry,0.0009019843656043296,0.27674335,0.00020902355,Image of Cherry
Picture of Orange,0.04690318701142514,0.3166282,0.0002352519,Image of Orange
Oranges,0.021346963319302466,0.30883434,0.00019723596,Picture of Orange
Mangoes,0.05953096812988575,0.30819598,0.00022920936,Image of Mango
Cool Orange,0.001503307276007216,0.28965616,5.8794023e-05,Image of Orange
Detailed Apple,0.0009019843656043296,0.30702916,0.000100423895,Cool Apple
Cool Apple,0.0009019843656043296,0.2979776,7.3333584e-05,Image of Apple
Picture of Avocado,0.015634395670475046,0.31090176,0.0003534922,Image of Avocado
Image of pretty Avocado,0.014732411304870716,0.31170365,0.00020608124,Image of Avocado
Avocados,0.001503307276007216,0.32045507,0.00016413927,Image of Avocado
Watermelons,0.014431749849669273,0.31285658,0.000400424,Picture of Watermelon
Picture of Watermelon,0.04960914010823812,0.32176736,0.00013290174,Image of Watermelon
Image of Watermelon,0.025856885147324114,0.31887034,0.00017365743,Picture of Watermelon
Image of pretty Watermelon,0.005411906193625977,0.3117215,0.00012213654,Image of Watermelon
Detailed Watermelon,0.0012026458208057728,0.31234765,0.0009721145,Image of Watermelon
Cool Watermelon,0.003006614552014432,0.30176395,0.00033423305,Image of Watermelon
Pineapples,0.0003006614552014432,0.30469564,0.0,Picture of Pineapple
Image of Apple,0.0039085989176187615,0.29744142,0.00014878236,Image of pretty Apple
Image of pretty Orange,0.0021046301864101023,0.29006022,0.00032822575,Image of Orange
Detailed Orange,0.0003006614552014432,0.3196923,0.0,Cool Orange
Cool Avocado,0.0036079374624173183,0.31202427,0.00053506094,Image of Avocado
Detailed Avocado,0.0003006614552014432,0.28975654,0.0,Image of Avocado
Mango,0.0003006614552014432,0.32561624,0.0,Image of Mango
Pretty Mango,0.0003006614552014432,0.2964854,0.0,Image of pretty Mango
